Date,Close,High,Low,Open,Volume,ema_5,sma_5,ema_10,sma_10,ema_20,sma_20,return_1d,return_5d,rsi_14
2025-05-28,200.4199981689453,202.72999572753903,199.8999938964844,200.58999633789065,45339700,200.4199981689453,200.4199981689453,200.4199981689453,200.4199981689453,200.4199981689453,200.4199981689453,0.0,0.0,0.0
2025-05-29,199.9499969482422,203.80999755859372,198.50999450683597,203.5800018310547,51396800,200.26333109537762,200.18499755859375,200.33454340154475,200.18499755859375,200.37523614792596,200.18499755859375,-0.0023450814539321962,0.0,0.0
2025-05-30,200.8500061035156,201.9600067138672,196.77999877929688,199.3699951171875,70819900,200.45888943142361,200.40666707356772,200.42826389281217,200.40666707356772,200.4204523341726,200.40666707356772,0.0045011711378339925,0.0,67.34383308269136
2025-06-02,201.6999969482422,202.1300048828125,200.1199951171875,200.27999877929688,35423300,200.87259193702982,200.72999954223633,200.65948808470853,200.72999954223633,200.54231372598878,200.72999954223633,0.004231968229508221,0.0,80.61874651508583
2025-06-03,203.2700042724609,203.7700042724609,200.9600067138672,201.3500061035156,46381600,201.6717293821735,201.23800048828124,201.13412739157258,201.23800048828124,200.80209377803374,201.23800048828124,0.0077838738124602624,0.0,89.28389009645885
2025-06-04,202.82000732421875,206.2400054931641,202.1000061035156,202.91000366210935,43604000,202.0544886961886,201.71800231933594,201.44065101569007,201.50166829427084,200.99427602052754,201.50166829427084,-0.0022137892398476078,0.011974898598942962,78.45668356096357
2025-06-05,200.6300048828125,204.75,200.1499938964844,203.5,55126100,201.57966075839659,201.85400390625,201.2932608097123,201.37714494977678,200.95958353122137,201.37714494977678,-0.010797763348392997,0.0034008899472317555,47.969031431140934
2025-06-06,203.9199981689453,205.6999969482422,202.0500030517578,203.0,46607700,202.3597732285795,202.46800231933594,201.77084942048194,201.69500160217285,201.2415277824332,201.69500160217285,0.0163983113495636,0.01528499861656707,68.0532748321013
2025-06-09,201.4499969482422,206.0,200.0200042724609,204.38999938964844,72862600,202.05651446846707,202.41800231933593,201.71251260734743,201.66777886284723,201.26138198870075,201.66777886284723,-0.012112599268742419,-0.0012394645700671836,51.86630053090178
2025-06-10,202.6699981689453,204.3500061035156,200.57000732421875,200.6000061035156,54672600,202.26100903529317,202.29800109863282,201.8866008912743,201.76800079345702,201.3955359106288,201.76800079345702,0.0060560994747325125,-0.002951769030866691,57.272277303023515
2025-06-11,198.77999877929688,204.5,198.41000366210935,203.5,60989900,201.10067228329444,201.48999938964843,201.321764143642,201.6040008544922,201.14643713621624,201.4963642467152,-0.019193760422328232,-0.019919181535496655,41.3322798983678
2025-06-12,199.1999969482422,199.67999267578125,197.3600006103516,199.0800018310547,43904600,200.46711383827704,201.20399780273436,200.93598828993294,201.52900085449218,200.96106188021872,201.30500030517578,0.002112879422097258,-0.007127587597904772,43.17133111757218
2025-06-13,196.4499969482422,200.3699951171875,195.6999969482422,199.72999572753903,51447300,199.1280748749321,199.70999755859376,200.12035350053463,201.08899993896483,200.53143664860193,200.9315385084886,-0.013805221095031128,-0.0366320188690582,35.35628979625048
2025-06-16,198.4199981689453,198.69000244140625,196.55999755859372,197.3000030517578,43020700,198.89204930626985,199.10399780273437,199.8111979857002,200.76100006103516,200.33034726958704,200.75214276994978,0.010028003315378786,-0.015040947258367798,43.27779047262452
2025-06-17,195.63999938964844,198.38999938964844,195.2100067138672,197.1999969482422,38856200,197.80803266739608,197.697998046875,199.0527982409635,199.9979995727539,199.88364747149765,200.411333211263,-0.014010678383989505,-0.03468692378156868,36.48354790850714
2025-06-18,196.5800018310547,197.57000732421875,195.07000732421875,195.94000244140625,45394700,197.3986890552823,197.25799865722655,198.60319889370734,199.3739990234375,199.5690145533602,200.171875,0.004804755900321256,-0.011067496537641164,39.91823897911575
2025-06-20,201.0,201.6999969482422,196.8600006103516,198.2400054931641,96813500,198.59912603685487,197.6179992675781,199.03898091303324,199.41099853515624,199.7052988816116,200.22058823529412,0.022484475164182616,0.009036160036817176,52.83372654409159
