date,ticker,lstm_pred
2025-06-30,^GSPC,5953.0234
2025-07-01,^GSPC,5985.9985
2025-07-02,^GSPC,6003.0938
2025-07-03,^GSPC,6010.196
2025-07-07,^GSPC,6011.2935
2025-07-08,^GSPC,6009.0146
2025-07-09,^GSPC,6005.029
