date,ticker,lstm_pred
2025-07-01,PLTR,136.10054
2025-07-02,PLTR,140.4067
2025-07-03,PLTR,142.3468
2025-07-07,PLTR,142.93571
2025-07-08,PLTR,142.86903
2025-07-09,PLTR,142.49855
2025-07-10,PLTR,142.0054
