date,ticker,forecast_close,lower_95ci,upper_95ci
2025-07-01,^GSPC,6183.195220124639,6034.942381904381,6331.448058344896
2025-07-02,^GSPC,6194.345198558349,5989.489471281312,6399.2009258353855
2025-07-03,^GSPC,6208.0633041826795,5961.819813946862,6454.306794418497
2025-07-07,^GSPC,6189.652784692189,5909.606291569274,6469.699277815104
2025-07-08,^GSPC,6197.872805269765,5888.641457984595,6507.104152554935
2025-07-09,^GSPC,6185.700789057167,5850.4081801638795,6520.993397950454
2025-07-10,^GSPC,6210.506326169011,5851.343887598306,6569.668764739717
