date,ticker,lstm_pred
2025-07-01,^GSPC,5961.702
2025-07-02,^GSPC,5998.6113
2025-07-03,^GSPC,6017.5986
2025-07-07,^GSPC,6025.442
2025-07-08,^GSPC,6026.593
2025-07-09,^GSPC,6024.0083
2025-07-10,^GSPC,6019.56
